bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,unit,zestimate,zipcode,zpid,newConstructionType,taxRate,taxAssessedValue
2,3,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.30388,{'is_FSBA': True},1557,-121.96737,sqft,6017,1638000,1638000,4300,FALSE,CA,3768 Woodcreek Ln,Not Available,1764100,95117,19603981,Not Available,0.71,1162980
2,2,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,MANUFACTURED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_FSBA': True},1440,0,Not Available,Not Available,389000,389000,2652,FALSE,CA,477 SW Chateau La Salle Dr #477,# 477,348700,95111,2060762613,Not Available,0.71,276190
3,4,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.23319,{'is_FSBA': True},2024,-121.88755,sqft,9962,1995000,1995000,4828,FALSE,CA,1417 Beattie Ct,Not Available,2081700,95120,19764096,Not Available,0.71,1416450
2,2,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.28367,{'is_FSBA': True},999,-121.83511,Not Available,Not Available,499000,499000,2470,FALSE,CA,3819 Seven Trees Blvd #305,# 305,573000,95111,19736347,Not Available,0.71,354290
3,4,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.241886,{'is_FSBA': True},1653,-121.761284,sqft,2716,1799999,1799999,3834,FALSE,CA,504 Chelsea Xing,Not Available,1843100,95138,19811287,Not Available,0.71,1277999.29
2,4,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.399883,{'is_FSBA': True},1234,-121.878845,sqft,5624,1050000,1050000,2214,FALSE,CA,1782 Ridgetree Way,Not Available,973000,95131,19562371,Not Available,0.71,745500
3,3,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.304432,{'is_FSBA': True},1470,-121.917274,sqft,1438,949950,949950,3949,FALSE,CA,1335 Arbor Park Ct,Not Available,963500,95126,19591740,Not Available,0.71,674464.5
2,4,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.24689,{'is_FSBA': True},1476,-121.904,sqft,6712,1498000,1498000,4300,FALSE,CA,1601 Dell Ct,Not Available,1529300,95118,19758015,Not Available,0.71,1063580
2,2,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.28527,{'is_FSBA': True},1516,-121.75562,Not Available,Not Available,799000,799000,3599,FALSE,CA,6309 Blauer Ln,Not Available,813600,95135,19798168,Not Available,0.71,567290
2,3,San Jose,USA,USD,2,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.360386,{'is_FSBA': True},1180,-121.85094,sqft,902,649000,649000,3300,FALSE,CA,2134 Amstel Ct,Not Available,690000,95116,19720517,Not Available,0.71,460790
2,3,San Jose,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.295097,"{'is_FSBA': True, 'is_openHouse': True}",1654,-121.896225,sqft,7335,1500000,1500000,4349,FALSE,CA,1240 Laurie Ave,Not Available,1516000,95125,19685118,Not Available,0.71,1065000
3,5,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.368893,{'is_FSBA': True},2460,-121.82904,sqft,9955,1290000,1290000,5500,FALSE,CA,121 Talmadge Ave,Not Available,1341300,95127,19780648,Not Available,0.71,915900
3,4,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.260242,{'is_FSBA': True},2066,-121.90335,sqft,8249,1898000,1898000,5139,FALSE,CA,4078 Shona Ct,Not Available,2037800,95124,19698158,Not Available,0.71,1347580
2,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.309277,{'is_FSBA': True},1398,-121.98166,sqft,6500,1500000,1500000,4300,FALSE,CA,982 Pinewood Dr,Not Available,1626800,95129,19648987,Not Available,0.71,1065000
3,4,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.341278,{'is_FSBA': True},2078,-121.80923,sqft,6588,1199999,1199999,4700,FALSE,CA,2030 Cove Ct,Not Available,1266400,95148,19730975,Not Available,0.71,851999.29
1,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.314026,{'is_FSBA': True},1193,-121.90081,sqft,5563,1688000,1688000,2065,FALSE,CA,769 Coe Ave,Not Available,1161800,95125,19578406,Not Available,0.71,1198480
3,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.340504,{'is_FSBA': True},1635,-121.89661,sqft,820,1199000,1199000,4165,FALSE,CA,211 Proximity Way,Not Available,1217700,95110,325806113,Not Available,0.71,851290
2,4,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.299202,{'is_FSBA': True},1897,-121.89102,sqft,4860,1800000,1800000,5069,FALSE,CA,1012 Pine Ave,Not Available,1876600,95125,19685691,Not Available,0.71,1278000
0,0,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,MULTI_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.344574,{'is_FSBA': True},1990,-121.88158,sqft,5306,1199000,1199000,2337,FALSE,CA,201 N 12th St,Not Available,1299900,95112,19709756,Not Available,0.71,851290
3,2,San Jose,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,37.24174,{'is_newHome': True},1291,-121.7864,Not Available,Not Available,960900,960900,3335,FALSE,CA,"Plan 1 Plan, Lotus at UrbanOak",# 2R90VY,972900,95123,2062283308,BUILDER_PLAN,0.71,682239
4,4,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.256275,{'is_newHome': True},2616,-121.93846,sqft,8006,3395000,3395000,3499,FALSE,CA,15390 Charmeran Ave,Not Available,3635900,95124,19676382,BUILDER_SPEC,0.71,2410450
2,3,San Jose,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.32889,{'is_FSBA': True},1000,-121.87261,sqft,5528,899000,899000,0,FALSE,CA,765 S 10th St,Not Available,0,95112,19713525,Not Available,0.71,638290
3,4,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.33436,{'is_FSBA': True},1893,-121.94314,sqft,7642,1999000,1999000,4900,FALSE,CA,2283 Peachtree Ln,Not Available,2086400,95128,19583280,Not Available,0.71,1419290
3,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.272736,{'is_FSBA': True},1808,-121.80945,sqft,2805,1100000,1100000,3949,FALSE,CA,624 Skyway Dr,Not Available,1131300,95111,19816852,Not Available,0.71,781000
1,2,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.287697,{'is_FSBA': True},811,-121.7506,Not Available,Not Available,490000,490000,2600,FALSE,CA,8011 Pinot Noir Ct,Not Available,507800,95135,19798417,Not Available,0.71,347900
1,2,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.340145,{'is_FSBA': True},672,-121.86564,sqft,5110,775000,775000,2544,FALSE,CA,357 S 21st St,Not Available,818600,95116,19711404,Not Available,0.71,550250
4,5,San Jose,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.33178,"{'is_FSBA': True, 'is_openHouse': True}",3195,-121.93221,sqft,7517,2449000,2449000,6999,FALSE,CA,1821 University Ave,Not Available,2451000,95126,19582896,Not Available,0.71,1738790
2,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.282543,{'is_FSBA': True},1563,-121.98062,sqft,5951,1699000,1699000,4398,FALSE,CA,4452 Norwich Way,Not Available,1853000,95130,19658906,Not Available,0.71,1206290
2,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.37591,{'is_FSBA': True},1723,-121.81814,acres,0.327134986,1388800,1388800,4102,FALSE,CA,14840 Corralitos Ln,Not Available,1444300,95127,19784265,Not Available,0.71,986048
2,3,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.318245,{'is_FSBA': True},1522,-121.898415,sqft,6731,1599000,1599000,4300,FALSE,CA,621 Fuller Ave,Not Available,1674000,95125,19577640,Not Available,0.71,1135290
1,2,San Jose,USA,USD,3,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37.32006,{'is_FSBA': True},924,-121.981544,Not Available,Not Available,584000,584000,2729,FALSE,CA,320 Auburn Way APT 16,Apt 16,654300,95129,19602959,Not Available,0.71,414640
3,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},1486,0,sqft,1937,314700,314700,0,FALSE,TX,2327 Warhol Way,Not Available,0,77091,2056951935,BUILDER_SPEC,1.66,522402
2,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.83592,{'is_FSBA': True},2281,-95.42546,sqft,8938.512,629000,629000,4553,FALSE,TX,1062 Richelieu Ln,Not Available,634700,77018,28133939,Not Available,1.66,1044140
3,2,Houston,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.735046,{'is_FSBA': True},1920,-95.47859,sqft,1900,270000,270000,2601,FALSE,TX,5701 Winsome Ln #5,# 5,269800,77057,27921347,Not Available,1.66,448200
3,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.64063,{'is_newHome': True},1504,-95.443665,sqft,1550,317700,317700,0,FALSE,TX,5907 Charing Way,Not Available,0,77045,2056952156,BUILDER_SPEC,1.66,527382
2,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.871544,{'is_bankOwned': True},2249,-95.48155,sqft,7701.408,261900,261900,2048,FALSE,TX,7014 Bent Branch Dr,Not Available,263200,77088,28155056,Not Available,1.66,434754
1,2,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.78329,{'is_FSBA': True},1140,-95.342476,sqft,5201.064,249900,249900,1528,FALSE,TX,2708 Quitman St,Not Available,0,77026,27778960,Not Available,1.66,414834
3,2,Houston,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.721245,{'is_FSBA': True},1296,-95.5442,acres,4.0362,159000,159000,1510,FALSE,TX,3901 Woodchase Dr UNIT 5,Unit 5,158600,77042,28280194,Not Available,1.66,263940
2,3,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30.042988,{'is_FSBA': True},1459,-95.24065,sqft,7161.264,329000,329000,1999,FALSE,TX,5042 Chestnut Orchard Dr,Not Available,322700,77066,2058088495,Not Available,1.66,546140
4,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},1817,0,sqft,1403,419700,419700,0,FALSE,TX,2206 Penny Derrick Ln,Not Available,0,77055,2056954555,BUILDER_SPEC,1.66,696702
3,3,Huffman,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},1774,0,Not Available,Not Available,262900,262900,0,FALSE,TX,424 Emerald Thicket Ln,Not Available,0,77336,2056954557,BUILDER_SPEC,1.66,436414
2,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.737093,{'is_FSBA': True},1140,-95.25416,sqft,5000.688,195000,195000,1597,FALSE,TX,419 Armstrong St,Not Available,195500,77029,97628351,Not Available,1.66,323700
3,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.956125,{'is_FSBA': True},2350,-95.48851,sqft,8624.88,229900,229900,2149,FALSE,TX,4606 Silver Fox Dr,Not Available,232100,77066,55477251,Not Available,1.66,381634
2,3,Huffman,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},1689,0,Not Available,Not Available,264990,264990,0,FALSE,TX,504 Emerald Thicket Ln,Not Available,0,77336,2056955610,BUILDER_SPEC,1.66,439883.4
3,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.575148,{'is_FSBA': True},2307,-95.138245,sqft,8999.496,399000,399000,2299,FALSE,TX,1010 Kemberton Dr,Not Available,401300,77062,28249960,Not Available,1.66,662340
0,0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,LOT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.817768,{'is_FSBA': True},Not Available,-95.27935,sqft,4159.98,70000,70000,1250,FALSE,TX,8043 Jeffery St,Not Available,129900,77028,27774363,Not Available,1.66,116200
5,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},2938,0,sqft,1977.624,799900,799900,4025,FALSE,TX,5824 Winsome Ln #C,# C,0,77057,2061050508,BUILDER_SPEC,1.66,1327834
2,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.64767,{'is_FSBA': True},1776,-95.48887,sqft,9840.204,355000,355000,2199,FALSE,TX,5803 Duxbury St,Not Available,357300,77035,28031780,Not Available,1.66,589300
4,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.857628,{'is_newHome': True},1898,-95.39318,sqft,1595,479700,479700,952,FALSE,TX,712 Carriage Knolls Dr,Not Available,0,77008,337098924,BUILDER_SPEC,1.66,796302
5,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.91863,{'is_FSBA': True},3754,-95.18578,sqft,9927.324,555000,555000,3587,FALSE,TX,16118 Barton River Ln,Not Available,556200,77044,121110882,Not Available,1.66,921300
3,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.903776,{'is_FSBA': True},1878,-95.51645,sqft,6599.34,250000,250000,1880,FALSE,TX,8422 Bridgefoot Ln,Not Available,252100,77064,28202066,Not Available,1.66,415000
2,4,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.8039,{'is_FSBA': True},1835,-95.16674,sqft,6599.34,295000,295000,1900,FALSE,TX,111 Ambershadow Dr,Not Available,297200,77015,28472213,Not Available,1.66,489700
2,3,Stafford,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.662148,{'is_FSBA': True},1678,-95.5932,sqft,6298.776,230000,230000,1800,FALSE,TX,11334 Mulholland Dr,Not Available,232700,77477,28411489,Not Available,1.66,381800
3,2,Houston,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.721048,{'is_FSBA': True},2111,-95.41752,Not Available,Not Available,495000,495000,3555,FALSE,TX,2520 Robinhood St APT 1012,Apt 1012,450500,77005,62566365,Not Available,1.66,821700
7,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.759108,{'is_FSBA': True},7197,-95.48881,acres,0.4,4425000,4425000,23790,FALSE,TX,6062 Riverview Way,Not Available,4387700,77057,28041523,Not Available,1.66,7345500
0,0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,LOT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.819012,{'is_FSBA': True},Not Available,-95.300674,acres,0.5142,199000,199000,1062,FALSE,TX,7123 Saint Louis St,Not Available,127200,77028,97656417,Not Available,1.66,330340
1,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.80281,{'is_FSBA': True},1068,-95.38836,sqft,6150.672,489900,489900,1980,FALSE,TX,1819 Studewood St,Not Available,509600,77008,27831786,Not Available,1.66,813234
1,1,Houston,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.780262,{'is_FSBA': True},800,-95.48659,acres,8.552,129900,129900,1462,FALSE,TX,8299 Kingsbrook Rd APT 177,Apt 177,128600,77024,28324745,Not Available,1.66,215634
2,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.642666,{'is_FSBA': True},1442,-95.52306,sqft,5248.98,229900,229900,1694,FALSE,TX,8211 Furlong Ln,Not Available,230500,77071,28405121,Not Available,1.66,381634
2,3,Webster,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.546389,{'is_FSBA': True},1899,-95.1381,sqft,6298.776,285000,285000,2100,FALSE,TX,342 Wedgerock Dr,Not Available,286400,77598,28425218,Not Available,1.66,473100
2,3,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.859095,{'is_FSBA': True},1092,-95.34511,sqft,9420,205000,205000,1550,FALSE,TX,10118 Raymondville Rd,Not Available,204800,77093,27934270,Not Available,1.66,340300
3,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,{'is_newHome': True},1842,0,sqft,2731.212,377900,377900,2595,FALSE,TX,5819 Francis Oak Pl,Not Available,368800,77091,2061934886,BUILDER_SPEC,1.66,627314
3,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.846722,{'is_newHome': True},1712,-95.368355,sqft,2500,345000,345000,0,FALSE,TX,9414 McGallion Rd,Not Available,0,77076,2056957972,BUILDER_SPEC,1.66,572700
5,6,Houston,USA,USD,0,FOR_SALE,FOR_SALE,MULTI_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.874187,{'is_FSBA': True},1252,-95.53081,acres,0.4591,375000,375000,1206,FALSE,TX,8814 Emmott Rd,Not Available,376000,77040,27806912,Not Available,1.66,622500
3,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.780819,{'is_FSBA': True},2031,-95.59159,sqft,7736.256,760000,760000,4705,FALSE,TX,14022 Myrtlea Dr,Not Available,766800,77079,28113381,Not Available,1.66,1261600
2,2,Houston,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.67327,{'is_FSBA': True},1195,-95.57884,acres,12.458,105000,105000,1339,FALSE,TX,9700 Leawood Blvd APT 1714,Apt 1714,104300,77099,28453720,Not Available,1.66,174300
4,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.765097,{'is_FSBA': True},2092,-95.342026,sqft,1646.568,559990,559990,3099,FALSE,TX,2737 Clinton Dr,Not Available,559200,77020,249893715,Not Available,1.66,929583.4
2,3,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.743948,{'is_FSBA': True},1346,-95.2953,sqft,3698.244,279000,279000,1849,FALSE,TX,7120 Avenue O,Not Available,277800,77011,27769197,Not Available,1.66,463140
2,4,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.858088,{'is_FSBA': True},1993,-95.616554,sqft,8934.156,280000,280000,2201,FALSE,TX,13602 Klamath Falls Dr,Not Available,282000,77041,28463076,Not Available,1.66,464800
